gene	ct	date	initials	cell_line	note
CHAT_v8	35	2020/12/21	AS	RC17	AS testing
VAChT	31.9	2020/12/21	AS	RC17	AS testing
VAChT	31.98	2020/12/21	AS	RC17	AS testing
CALB1	24.89	2020/12/21	AS	RC17	AS testing
CALB1	24.92	2020/12/21	AS	RC17	AS testing
CALB2	27.6	2020/12/21	AS	RC17	AS testing
CALB2	27.63	2020/12/21	AS	RC17	AS testing
RELN	34.06	2020/12/21	AS	RC17	AS testing
RELN	35	2020/12/21	AS	RC17	AS testing
DCX	27.99	2020/12/21	AS	RC17	AS testing
DCX	28.07	2020/12/21	AS	RC17	AS testing
GBX1	32.58	2020/12/21	AS	RC17	AS testing
GBX1	35	2020/12/21	AS	RC17	AS testing
FGFR2	23.61	2020/12/21	AS	RC17	AS testing
FGFR2	23.54	2020/12/21	AS	RC17	AS testing
FZD5	25.62	2020/12/21	AS	RC17	AS testing
FZD5	25.7	2020/12/21	AS	RC17	AS testing
EMX2	35.00	2021/04/18	ZA	RC17	ZA testing
EMX2	35.00	2021/04/18	ZA	RC17	ZA testing
EMX2	35.00	2021/04/18	ZA	RC17	ZA testing
VAX1	34.48	2021/04/18	ZA	RC17	ZA testing
VAX1	33.57	2021/04/18	ZA	RC17	ZA testing
VAX1	35.00	2021/04/18	ZA	RC17	ZA testing
LHX5	34.98	2021/04/18	ZA	RC17	ZA testing
LHX5	31.25	2021/04/18	ZA	RC17	ZA testing
LHX5	31.22	2021/04/18	ZA	RC17	ZA testing
RSG4	35.00	2021/04/18	ZA	RC17	ZA testing
RSG4	33.03	2021/04/18	ZA	RC17	ZA testing
RSG4	33.86	2021/04/18	ZA	RC17	ZA testing
SATB2	28.46	2021/04/18	ZA	RC17	ZA testing
SATB2	25.95	2021/04/18	ZA	RC17	ZA testing
SATB2	26.86	2021/04/18	ZA	RC17	ZA testing
VGLL2	35.00	2021/04/18	ZA	RC17	ZA testing
VGLL2	35.00	2021/04/18	ZA	RC17	ZA testing
VGLL2	35.00	2021/04/18	ZA	RC17	ZA testing
PEG10	24.54	2021/04/18	ZA	RC17	ZA testing
PEG10	22.87	2021/04/18	ZA	RC17	ZA testing
PEG10	23.26	2021/04/18	ZA	RC17	ZA testing
GSX1	35.00	2021/04/18	ZA	RC17	ZA testing
GSX1	35.00	2021/04/18	ZA	RC17	ZA testing
GSX1	35.00	2021/04/18	ZA	RC17	ZA testing
SCG2	31.13	2021/04/18	ZA	RC17	ZA testing
SCG2	29.31	2021/04/18	ZA	RC17	ZA testing
SCG2	29.77	2021/04/18	ZA	RC17	ZA testing
CALCR	32.48	2021/04/18	ZA	RC17	ZA testing
CALCR	31.34	2021/04/18	ZA	RC17	ZA testing
CALCR	31.25	2021/04/18	ZA	RC17	ZA testing
TBX2	35.00	2021/04/18	ZA	RC17	ZA testing
TBX2	35.00	2021/04/18	ZA	RC17	ZA testing
TBX2	35.00	2021/04/18	ZA	RC17	ZA testing
PENK	31.03	2021/04/18	ZA	RC17	ZA testing
PENK	29.75	2021/04/18	ZA	RC17	ZA testing
PENK	30.73	2021/04/18	ZA	RC17	ZA testing
BUB3	26.47	2021/04/18	ZA	RC17	ZA testing
BUB3	25.62	2021/04/18	ZA	RC17	ZA testing
BUB3	25.66	2021/04/18	ZA	RC17	ZA testing
TTYH1	26.35	2021/04/18	ZA	RC17	ZA testing
TTYH1	25.17	2021/04/18	ZA	RC17	ZA testing
TTYH1	25.02	2021/04/18	ZA	RC17	ZA testing
TBX19	31.91	2021/04/18	ZA	RC17	ZA testing
TBX19	31.41	2021/04/18	ZA	RC17	ZA testing
TBX19	32.70	2021/04/18	ZA	RC17	ZA testing
HMGA2	26.80	2021/04/18	ZA	RC17	ZA testing
HMGA2	23.80	2021/04/18	ZA	RC17	ZA testing
HMGA2	24.49	2021/04/18	ZA	RC17	ZA testing
POU3F4	29.77	2021/04/18	ZA	RC17	ZA testing
POU3F4	28.36	2021/04/18	ZA	RC17	ZA testing
POU3F4	28.71	2021/04/18	ZA	RC17	ZA testing
RGS6	31.33	2021/04/18	ZA	RC17	ZA testing
RGS6	28.74	2021/04/18	ZA	RC17	ZA testing
RGS6	29.22	2021/04/18	ZA	RC17	ZA testing
NPTX2	26.92	2021/04/18	ZA	RC17	ZA testing
NPTX2	26.12	2021/04/18	ZA	RC17	ZA testing
NPTX2	26.51	2021/04/18	ZA	RC17	ZA testing
NEUROD6	35.00	2021/04/18	ZA	RC17	ZA testing
NEUROD6	33.83	2021/04/18	ZA	RC17	ZA testing
NEUROD6	34.32	2021/04/18	ZA	RC17	ZA testing
HCRT3	34.22	2021/04/18	ZA	RC17	ZA testing
HCRT3	33.12	2021/04/18	ZA	RC17	ZA testing
HCRT3	32.53	2021/04/18	ZA	RC17	ZA testing
OXTR	32.49	2021/04/18	ZA	RC17	ZA testing
OXTR	31.22	2021/04/18	ZA	RC17	ZA testing
OXTR	30.97	2021/04/18	ZA	RC17	ZA testing
HCN1	33.57	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
SETD1A	28.80	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
CUL1	23.74	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
XPO7	28.90	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
TRIO	26.18	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
CACNA1G	30.20	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
SP4	25.41	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
GRIA3	29.20	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
GRIN2A	30.94	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
HERC1	27.58	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
RB1CC1	26.46	2021/05/11	UD	RC17	Avg. ct from triplicate; UD testing
TRKA_v2	35	2022/02/24	AS	RC17	Alison's
TRKA_v2	33.55	2022/02/24	AS	RC17	Alison's
TRKA_v2	32.37	2022/02/24	AS	RC17	Alison's
p75NTR_v2	26.94	2022/02/24	AS	RC17	Alison's
p75NTR_v2	26.85	2022/02/24	AS	RC17	Alison's
p75NTR_v2	26.94	2022/02/24	AS	RC17	Alison's
PDGFC_4	28.61	2022/08/09	AS	RC17	Alison's
ALCAM	24.385	2022/08/09	AS	RC17	Alison's
APCDD1	27.84	2022/08/09	AS	RC17	Alison's
CD47	25.385	2022/08/09	AS	RC17	Alison's
CD83	26.52	2022/08/09	AS	RC17	Alison's
CNTN2	32.785	2022/08/09	AS	RC17	Alison's
CPE	26.67	2022/08/09	AS	RC17	Alison's
FOLR1	28.865	2022/08/09	AS	RC17	Alison's
LGI1_v2	31.54	2022/08/09	AS	RC17	Alison's
LRTM1	32.955	2022/08/09	AS	RC17	Alison's
PDGFC_6	28.6	2022/08/09	AS	RC17	Alison's
SERPINF1_v2	25.265	2022/08/09	AS	RC17	Alison's
SLC39A8	26.445	2022/08/09	AS	RC17	Alison's
TFF3	35	2022/08/09	AS	RC17	Alison's
TPBG	25.085	2022/08/09	AS	RC17	Alison's
NR2F1	35	2023/05/01	AS	RC17	Alrik edits for Alison
NR2F2	35	2023/05/01	AS	RC17	Alrik edits for Alison
VIP	35	2023/05/01	AS	RC17	Alrik edits for Alison
MEF2F	32.41	2023/05/01	AS	RC17	Alrik edits for Alison
GAD2	34.15	2023/05/01	AS	RC17	Alrik edits for Alison
ID2	24.5	2023/05/01	AS	RC17	Alrik edits for Alison
SP9	35	2023/05/01	AS	RC17	Alrik edits for Alison
HTR3A	26.15	2023/05/01	AS	RC17	Alrik edits for Alison
MAF	27.58	2023/05/01	AS	RC17	Alrik edits for Alison
PPP1R1B	30.63	2023/05/01	AS	RC17	Alrik edits for Alison
GAD2	27.94	01/05/2023	AS	RC17	Alrik edits for Ugne
HTR3A	33.81	01/05/2023	AS	RC17	Alrik edits for Ugne
ID2	25.08	01/05/2023	AS	RC17	Alrik edits for Ugne
MAF	28.21	01/05/2023	AS	RC17	Alrik edits for Ugne
MEF2F	25.92	01/05/2023	AS	RC17	Alrik edits for Ugne
NR2F2	25.23	01/05/2023	AS	RC17	Alrik edits for Ugne
PROX1	26.87	01/05/2023	AS	RC17	Alrik edits for Ugne
VIP_v2	34.38	01/05/2023	AS	RC17	Alrik edits for Ugne
